title,rank,date,artist,url,region,chart,trend,streams
Light It Up (feat. Nyla & Fuse ODG) - Remix,98,2017-01-01,Major Lazer,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT,Australia,top200,MOVE_UP,18095
7 Years,87,2017-01-01,Lukas Graham,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L,Belgium,top200,MOVE_UP,3744
Roses (feat. ROZES),113,2017-01-01,The Chainsmokers,https://open.spotify.com/track/6O6M7pJLABmfBRoGZMu76Y,Australia,top200,MOVE_UP,15465
Gold,110,2017-01-01,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,Australia,top200,MOVE_DOWN,16001
Light,160,2017-01-01,San Holo,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,Australia,top200,NEW_ENTRY,11662
Palmen aus Plastik,78,2017-01-01,"Bonez MC, RAF Camora",https://open.spotify.com/track/6wHRm1KR8pzVDPdmR6Qovj,Austria,top200,MOVE_UP,2627
Te Amo y Odio,110,2017-01-01,Marama,https://open.spotify.com/track/5TA9pPL5ATRFcyI9rRBMQ0,Argentina,top200,MOVE_UP,22073
Pé Direito,120,2017-01-01,Mc Davi,https://open.spotify.com/track/6V3J5pbU5yBvB5zxPSyP5v,Brazil,top200,MOVE_DOWN,39081
Hymn for the Weekend - Seeb Remix,85,2017-01-01,Coldplay,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,Austria,top200,MOVE_DOWN,2422
Let It Go,162,2017-01-01,James Bay,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP,Australia,top200,NEW_ENTRY,11626
Heathens,54,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Australia,top200,MOVE_UP,28821
Cheap Thrills,59,2017-01-01,Sia,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,Australia,top200,MOVE_DOWN,27371
Hey Ya!,200,2017-01-01,Outkast,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Belgium,top200,MOVE_DOWN,2133
Never Be Like You,74,2017-01-01,"Flume, kai",https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,Belgium,top200,MOVE_UP,4097
Weak,93,2017-01-01,AJR,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,Austria,top200,MOVE_UP,2271
Panda,67,2017-01-01,Desiigner,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,Belgium,top200,MOVE_UP,4307
Hoops,176,2017-01-01,The Rubens,https://open.spotify.com/track/4yUZPM6OfAY1KJik9rsveW,Australia,top200,NEW_ENTRY,10639
Can't Hold Us - feat. Ray Dalton,124,2017-01-01,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,Austria,top200,MOVE_DOWN,1709
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",43,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Bolivia,top200,MOVE_UP,1492
The Mack,137,2017-01-01,"Nevada, Mark Morrison, Fetty Wap",https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO,Argentina,top200,MOVE_DOWN,19192
Hey Ya!,154,2017-01-01,Outkast,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM,Australia,top200,MOVE_DOWN,12147
Where Are Ü Now (with Justin Bieber),164,2017-01-01,"Jack Ü, Skrillex, Diplo",https://open.spotify.com/track/66hayvUbTotekKU3H4ta1f,Australia,top200,MOVE_DOWN,11427
Amei Te Ver,73,2017-01-01,Tiago Iorc,https://open.spotify.com/track/4owo0j5bw45IqiHxsTzcd6,Brazil,top200,MOVE_DOWN,63411
Gold,147,2017-01-01,Kiiara,https://open.spotify.com/track/6WhzFzROw3aq3rPWjgYlxr,Belgium,top200,MOVE_DOWN,2616
Solteiro de Novo - Ao Vivo,79,2017-01-01,"Wesley Safadão, Ronaldinho Gaúcho",https://open.spotify.com/track/0Or4rCFurYpUxYh0bbpxRY,Brazil,top200,MOVE_UP,58432
Cold Water (feat. Justin Bieber & MØ),27,2017-01-01,Major Lazer,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,Bolivia,top200,MOVE_DOWN,2082
Goud,53,2017-01-01,Bazart,https://open.spotify.com/track/5J59VOgvclrhLDYUoH5OaW,Belgium,top200,MOVE_UP,5047
No hay más nada,199,2017-01-01,Los Totora,https://open.spotify.com/track/2nruW43pcr20cNm3DBCDbz,Argentina,top200,NEW_ENTRY,14232
Stranger (feat. Elliphant),13,2017-01-01,Peking Duk,https://open.spotify.com/track/0jVPEBd4wyHupkTHwzQRyc,Australia,top200,SAME_POSITION,70552
Starboy,7,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,Austria,top200,MOVE_UP,9165
Talk Is Cheap,131,2017-01-01,Chet Faker,https://open.spotify.com/track/7bliRZuMFa2JmUzzNd62kk,Australia,top200,NEW_ENTRY,13660
Sexual,8,2017-01-01,"NEIKED, Dyo",https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,Australia,top200,MOVE_DOWN,80609
Say You Won't Let Go,11,2017-01-01,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,Belgium,top200,MOVE_UP,12262
Me Ama Me Odia,79,2017-01-01,"Ozuna, Cosculluela, Revol",https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,Argentina,top200,MOVE_DOWN,29979
Manicomio,30,2017-01-01,Cosculluela,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,Argentina,top200,MOVE_DOWN,64998
Sofia,133,2017-01-01,Alvaro Soler,https://open.spotify.com/track/1VoHrSS3QQ6TbpabLrFiYb,Austria,top200,MOVE_UP,1586
Thinking out Loud,93,2017-01-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Belgium,top200,MOVE_UP,3495
Wake Up Where You Are,155,2017-01-01,State of Sound,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,Austria,top200,MOVE_DOWN,1398
Gyal You A Party Animal,34,2017-01-01,Charly Black,https://open.spotify.com/track/1mSzZKMIPZIkn3jFV7v62b,Bolivia,top200,MOVE_UP,1912
Wir sind groß,194,2017-01-01,Mark Forster,https://open.spotify.com/track/0bZcstGSV52WWUR8WkrW5p,Austria,top200,NEW_ENTRY,1180
Si Ella Quisiera - Remix,165,2017-01-01,"Justin Quiles, Yandel, Gadiel",https://open.spotify.com/track/0A2h9QjoPdbVwa9LFiijqM,Argentina,top200,MOVE_DOWN,16789
Suíte 14 (feat. Mc Guimê) - Ao Vivo,49,2017-01-01,"Henrique & Diego, MC Guime",https://open.spotify.com/track/4lbPwb1Beo7JU2VwuJRTeR,Brazil,top200,MOVE_UP,91197
Lost on You,94,2017-01-01,LP,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,Austria,top200,MOVE_UP,2269
Me Rehúso,22,2017-01-01,Danny Ocean,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,Bolivia,top200,MOVE_UP,2114
Lo Intentamos,66,2017-01-01,Marama,https://open.spotify.com/track/4Kzk0koKwzCMiIx4rAqCZp,Argentina,top200,MOVE_UP,35965
Acércate (feat. Nicky Jam) - Remix,141,2017-01-01,De La Ghetto,https://open.spotify.com/track/35OC6rMxa8lJi8eDiUVShS,Argentina,top200,MOVE_DOWN,18810
Impasse - Ao Vivo,56,2017-01-01,"Marília Mendonça, Henrique & Juliano",https://open.spotify.com/track/5s2ydrmJOiPeZGx4S4X8Aw,Brazil,top200,MOVE_UP,81318
In the Name of Love,25,2017-01-01,"Martin Garrix, Bebe Rexha",https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,Bolivia,top200,MOVE_DOWN,2085
Afraid,52,2017-01-01,Curtis Alto,https://open.spotify.com/track/2ey5jG9boqrojvpZC3SGVR,Belgium,top200,MOVE_UP,5059
Can't Feel My Face,130,2017-01-01,The Weeknd,https://open.spotify.com/track/6RsWqX8zABZLhZydXxEFOm,Australia,top200,MOVE_DOWN,13682
Chantaje (feat. Maluma),61,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Belgium,top200,MOVE_UP,4635
Juju on That Beat (TZ Anthem),49,2017-01-01,"Zay Hilfigerrr, Zayion McCall",https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,Australia,top200,MOVE_DOWN,35018
Nada Nada - Ao Vivo,38,2017-01-01,Henrique & Juliano,https://open.spotify.com/track/0GR7ZABhVF9GbxghIx2RRv,Brazil,top200,MOVE_UP,111963
All Time Low,106,2017-01-01,Jon Bellion,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,Belgium,top200,MOVE_UP,3299
Needed Me,105,2017-01-01,Rihanna,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,Australia,top200,MOVE_UP,16772
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),132,2017-01-01,David Guetta,https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR,Belgium,top200,MOVE_UP,2809
Shed a Light,106,2017-01-01,"Robin Schulz, David Guetta, Cheat Codes",https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,Brazil,top200,MOVE_DOWN,42690
Le Hace Falta un Beso,50,2017-01-01,Agapornis,https://open.spotify.com/track/300xUYXWhFA6Q1sbNvVItP,Argentina,top200,MOVE_UP,45251
Malbec (Part. DENNIS) (feat. DENNIS) - Ao Vivo,27,2017-01-01,Henrique & Diego,https://open.spotify.com/track/5SnQDj5REQVvAdSlhqkEcE,Brazil,top200,MOVE_UP,133072
Reggaetón Lento (Bailemos),3,2017-01-01,CNCO,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,Argentina,top200,MOVE_DOWN,210943
My House,142,2017-01-01,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,Austria,top200,MOVE_DOWN,1512
No Scrubs,149,2017-01-01,TLC,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs,Australia,top200,MOVE_DOWN,12277
Você Merece Cachê - Ao Vivo,35,2017-01-01,"Israel Novaes, Wesley Safadão",https://open.spotify.com/track/1ypcU9264wnBwPvmrIy4fx,Brazil,top200,MOVE_UP,117785
Lush Life,134,2017-01-01,Zara Larsson,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,Austria,top200,MOVE_DOWN,1586
Rooting For You,143,2017-01-01,London Grammar,https://open.spotify.com/track/2nAAFnHiXRdWhsqoeqhhnr,Australia,top200,NEW_ENTRY,12503
Made In Roça,125,2017-01-01,Loubet,https://open.spotify.com/track/7clSIA4MRU6LJAoCWWEiuy,Brazil,top200,MOVE_UP,37473
I Was Wrong - Robin Schulz Remix,80,2017-01-01,A R I Z O N A,https://open.spotify.com/track/3TZ3MiMILR5wrQbbWiFUwI,Austria,top200,MOVE_UP,2604
Do It Right,173,2017-01-01,"Martin Solveig, Tkay Maidza",https://open.spotify.com/track/767AsV1cQwmOU4PJG96MzO,Austria,top200,MOVE_DOWN,1291
24K Magic,34,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Argentina,top200,MOVE_DOWN,58801
Don't Wanna Know,32,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Argentina,top200,MOVE_DOWN,61714
Catch 22 (feat. Anne-Marie),31,2017-01-01,Illy,https://open.spotify.com/track/2bWrml86uwGVvznX8KKtwx,Australia,top200,MOVE_UP,53622
That's My Girl,94,2017-01-01,Fifth Harmony,https://open.spotify.com/track/2ACOWPLUe4A4KuQ5ioD2od,Brazil,top200,MOVE_DOWN,47466
What Do You Mean?,192,2017-01-01,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,Argentina,top200,MOVE_DOWN,14498
Sidewalks,132,2017-01-01,"The Weeknd, Kendrick Lamar",https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,Australia,top200,NEW_ENTRY,13475
Safari,4,2017-01-01,"J Balvin, Pharrell Williams, BIA, Sky",https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,Argentina,top200,SAME_POSITION,173865
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4,2017-01-01,"ZAYN, Taylor Swift",https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,Australia,top200,MOVE_UP,88335
What Do You Love,113,2017-01-01,"Seeb, Jacob Banks",https://open.spotify.com/track/0h4FK0CnlZ3oJnZ6quEk1P,Austria,top200,MOVE_DOWN,1893
Cheerleader - Felix Jaehn Remix Radio Edit,197,2017-01-01,OMI,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy,Belgium,top200,MOVE_DOWN,2142
Mr. Brightside,106,2017-01-01,The Killers,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN,Australia,top200,MOVE_DOWN,16740
Curiosidad,109,2017-01-01,Rombai,https://open.spotify.com/track/4PCVVIrUDldF5r7RXtOB5W,Argentina,top200,MOVE_UP,22396
No Lie,28,2017-01-01,"Sean Paul, Dua Lipa",https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw,Austria,top200,SAME_POSITION,5439
Una Cerveza,78,2017-01-01,Rafaga,https://open.spotify.com/track/3LNZSTiwQYL7BnTfHvIOII,Argentina,top200,MOVE_UP,30368
Se Pone Loca,85,2017-01-01,"CantoParaBailar, Lucas Sugo",https://open.spotify.com/track/0FVuUna31PTRmWGLs8W1o4,Argentina,top200,MOVE_UP,27694
Fast Car,86,2017-01-01,"Jonas Blue, Dakota",https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ,Australia,top200,MOVE_DOWN,19949
Todo Comenzó Bailando,83,2017-01-01,Marama,https://open.spotify.com/track/2rrWhFrcSZcZQ2SDKPGKQ6,Argentina,top200,MOVE_UP,28728
Quando O Mel É Bom - Ao Vivo,122,2017-01-01,Simone & Simaria,https://open.spotify.com/track/21j9YxYHSzrdcLBX3mb5UL,Brazil,top200,MOVE_UP,38002
"Signed, Sealed, Delivered (I'm Yours)",187,2017-01-01,Stevie Wonder,https://open.spotify.com/track/3M5eeHXgG4VplKNcsBC8Dj,Belgium,top200,MOVE_DOWN,2241
Ou Some Ou Soma - Ao Vivo,26,2017-01-01,Jorge & Mateus,https://open.spotify.com/track/3dRBzTOu9polrH9U6Vh2zw,Brazil,top200,MOVE_UP,134120
Black Barbies,197,2017-01-01,"Nicki Minaj, Mike WiLL Made-It",https://open.spotify.com/track/3y9cCbnBn0zjkJa2YkOj70,Australia,top200,NEW_ENTRY,9844
Ni**as In Paris,122,2017-01-01,"JAY-Z, Kanye West",https://open.spotify.com/track/2KpCpk6HjXXLb7nnXoXA5O,Australia,top200,MOVE_DOWN,14334
"i hate u, i love u (feat. olivia o'brien)",118,2017-01-01,gnash,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,Austria,top200,MOVE_UP,1818
Ela Só Quer Paz,47,2017-01-01,Projota,https://open.spotify.com/track/3mTUqLbtWm2DAEwvQTyu4d,Brazil,top200,MOVE_DOWN,98622
Na Ponta Ela Fica,53,2017-01-01,Delano,https://open.spotify.com/track/1OtZIaJBXo3Pe6nfaMsjKT,Brazil,top200,MOVE_UP,85139
Traicionera,6,2017-01-01,Sebastian Yatra,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,Argentina,top200,MOVE_DOWN,151140
Uptown Funk (feat. Bruno Mars),129,2017-01-01,Mark Ronson,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,Belgium,top200,MOVE_UP,2835
Never Give Up,63,2017-01-01,Sia,https://open.spotify.com/track/1ssmjAYSU5PbmsjLq5yrNH,Austria,top200,MOVE_DOWN,3241
Márchate ahora,98,2017-01-01,Los Totora,https://open.spotify.com/track/3voxukrHBXctzxdSbCycey,Argentina,top200,MOVE_UP,24133
Party Monster,66,2017-01-01,The Weeknd,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,Australia,top200,MOVE_DOWN,24466
Can't Hold Us - feat. Ray Dalton,156,2017-01-01,Macklemore & Ryan Lewis,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,Australia,top200,NEW_ENTRY,12141
Fuego,66,2017-01-01,Juanes,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,Bolivia,top200,MOVE_DOWN,1003
Make You Feel My Love,196,2017-01-01,Adele,https://open.spotify.com/track/7rPLZ8Krm6CZIbraFUlnWZ,Belgium,top200,NEW_ENTRY,2146
False Alarm,179,2017-01-01,"Matoma, Becky Hill",https://open.spotify.com/track/7gZQfdEQpmwAoPHSbEHzms,Australia,top200,NEW_ENTRY,10521
Hey Baby - Mattn vs. Regi Remix,28,2017-01-01,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",https://open.spotify.com/track/2q7vWE2hIS1Kj3ShkcKkIS,Belgium,top200,MOVE_UP,8752
Time of Our Lives,180,2017-01-01,"Pitbull, Ne-Yo",https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,Australia,top200,MOVE_DOWN,10472
Sorry,89,2017-01-01,Justin Bieber,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ,Austria,top200,MOVE_UP,2347
La Llave,118,2017-01-01,Agapornis,https://open.spotify.com/track/1v78qANb9b176fgEzR2eaW,Argentina,top200,MOVE_UP,20952
Na Hora da Raiva - Ao Vivo,31,2017-01-01,Henrique & Juliano,https://open.spotify.com/track/0Zu7NVn4IvfYuEIrD11UVr,Brazil,top200,MOVE_UP,121644
Don't Let Me Down (feat. Daya),50,2017-01-01,The Chainsmokers,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,Australia,top200,MOVE_DOWN,34061
Wenn sie tanzt,122,2017-01-01,Max Giesinger,https://open.spotify.com/track/5yKfZwcuSoEkOemLJX6hEm,Austria,top200,MOVE_UP,1753
Dile Que Tu Me Quieres,10,2017-01-01,Ozuna,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,Argentina,top200,MOVE_DOWN,112012
Sólo necesito,196,2017-01-01,#TocoParaVos,https://open.spotify.com/track/7kK1cPOZ9RxZcgamiYysxw,Argentina,top200,NEW_ENTRY,14397
Hey Baby,1,2017-01-01,"Dimitri Vegas & Like Mike, Diplo, Deb’s Daughter",https://open.spotify.com/track/6yc377A8qxHIjPUcjGD4ET,Belgium,top200,MOVE_UP,23277
Bailame Despacio,82,2017-01-01,"Xantos, Dynell",https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,Argentina,top200,MOVE_DOWN,28781
I Got It Bad (And That Ain't Good),181,2017-01-01,Oscar Peterson,https://open.spotify.com/track/663AsNVDAv5qjD1pTpbaDV,Belgium,top200,NEW_ENTRY,2287
Find You (feat. Jake Reese),185,2017-01-01,Topic,https://open.spotify.com/track/64qGiwJq4tO4wrxiY9CWjE,Austria,top200,MOVE_DOWN,1235
Sex on Fire,195,2017-01-01,Kings of Leon,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45,Belgium,top200,NEW_ENTRY,2151
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",39,2017-01-01,Justin Timberlake,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,Australia,top200,MOVE_DOWN,45779
What Do You Mean?,90,2017-01-01,Justin Bieber,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI,Australia,top200,MOVE_DOWN,19290
Don't Wanna Know,11,2017-01-01,"Maroon 5, Kendrick Lamar",https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,Australia,top200,MOVE_UP,72216
Wake Up Where You Are,115,2017-01-01,State of Sound,https://open.spotify.com/track/2s76aKBWKShlwPC4xTtEEE,Belgium,top200,MOVE_UP,3146
All Night (feat. Knox Fortune),158,2017-01-01,Chance the Rapper,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T,Australia,top200,MOVE_DOWN,12094
I Feel It Coming,47,2017-01-01,"The Weeknd, Daft Punk",https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,Austria,top200,MOVE_UP,4275
One Dance,27,2017-01-01,"Drake, WizKid, Kyla",https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,Australia,top200,MOVE_DOWN,55526
Essa mina é louca (Participação especial de Jhama),81,2017-01-01,Anitta,https://open.spotify.com/track/5Bn6W4bwH7Bw5nMvn8V4xF,Brazil,top200,MOVE_UP,55250
O Verão Está Chegando,77,2017-01-01,Mc Davi,https://open.spotify.com/track/4jswhbcaGqFe8v5uSHlqyb,Brazil,top200,MOVE_DOWN,59363
Humanoïde,194,2017-01-01,Nekfeu,https://open.spotify.com/track/6YHNKVx7gSsOX7xq6jaqeq,Belgium,top200,NEW_ENTRY,2162
Setting Fires,100,2017-01-01,"The Chainsmokers, XYLØ",https://open.spotify.com/track/0B8B8cVRFIG1yznoQe7c9s,Austria,top200,MOVE_DOWN,2065
Chantaje (feat. Maluma),62,2017-01-01,Shakira,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,Austria,top200,MOVE_UP,3245
No Money,161,2017-01-01,Galantis,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,Australia,top200,MOVE_UP,11661
Capsize,66,2017-01-01,"FRENSHIP, Emily Warren",https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco,Austria,top200,SAME_POSITION,3086
O Que Falta Em Você Sou Eu - Ao Vivo,66,2017-01-01,Marília Mendonça,https://open.spotify.com/track/3XSefjiSHsD34F7clH84xa,Brazil,top200,MOVE_UP,71660
Heathens,26,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,Austria,top200,MOVE_UP,5779
Otra vez (feat. J Balvin),8,2017-01-01,Zion & Lennox,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,Argentina,top200,MOVE_DOWN,143004
743,88,2017-01-02,Miranda!,https://open.spotify.com/track/08WLghN4UZFMGN532uvako,Argentina,top200,MOVE_UP,20351
Mörder,139,2017-01-01,"Bonez MC, RAF Camora, Gzuz",https://open.spotify.com/track/6v6xHeuMLbCuddN0ETrGhs,Austria,top200,MOVE_UP,1541
Bonfire,38,2017-01-01,"Felix Jaehn, ALMA",https://open.spotify.com/track/5hz9DEkahyWoTs3rxJOTtw,Austria,top200,MOVE_DOWN,4790
Don't Be So Shy - Filatov & Karas Remix,81,2017-01-01,Imany,https://open.spotify.com/track/00vk0sEfb6mr2ehwSw0Uhn,Austria,top200,MOVE_DOWN,2559
Mercy,20,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Austria,top200,MOVE_UP,6887
The Sound of Silence,176,2017-01-01,Disturbed,https://open.spotify.com/track/0eZBeB2xFIS65jQHerispi,Belgium,top200,MOVE_UP,2311
Mercy,80,2017-01-01,Shawn Mendes,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,Brazil,top200,MOVE_DOWN,55275
Stitches,133,2017-01-01,Shawn Mendes,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q,Australia,top200,MOVE_UP,13435
Bleib in der Schule,174,2017-01-01,Trailerpark,https://open.spotify.com/track/0QjewL57d6QobAvn1JoQd9,Austria,top200,NEW_ENTRY,1276
This Girl (Kungs Vs. Cookin' On 3 Burners),65,2017-01-01,Kungs,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD,Brazil,top200,SAME_POSITION,76192
Whispering Still (feat. Charity Children) - Little Rose Remix,165,2017-01-01,SRTW,https://open.spotify.com/track/3D3Tkk0d9UmECpH5Fprmuv,Austria,top200,NEW_ENTRY,1331
Erkläre mir die Liebe,192,2017-01-01,Philipp Poisel,https://open.spotify.com/track/3FTKzJI05mtKBIouwQcEpZ,Austria,top200,NEW_ENTRY,1186
Wonderwall - Remastered,128,2017-01-01,Oasis,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,Austria,top200,MOVE_UP,1645
Lighthouse - Andrelli Remix,179,2017-01-01,Hearts & Colors,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,Austria,top200,NEW_ENTRY,1249
Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),105,2017-01-01,Vice,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,Belgium,top200,MOVE_UP,3314
Starving,46,2017-01-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Austria,top200,MOVE_UP,4288
Stressed Out,51,2017-01-01,Twenty One Pilots,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,Austria,top200,SAME_POSITION,3869
Just Hold On,28,2017-01-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Australia,top200,MOVE_UP,54925
"Me, Myself & I",151,2017-01-01,"G-Eazy, Bebe Rexha",https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,Australia,top200,MOVE_UP,12190
Don't Be So Shy - Filatov & Karas Remix,126,2017-01-01,Imany,https://open.spotify.com/track/00vk0sEfb6mr2ehwSw0Uhn,Belgium,top200,MOVE_UP,2900
24K Magic,12,2017-01-01,Bruno Mars,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,Australia,top200,SAME_POSITION,72054
Just Hold On,80,2017-01-01,"Steve Aoki, Louis Tomlinson",https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,Argentina,top200,MOVE_DOWN,29609
Linda,148,2017-01-01,Marka Akme,https://open.spotify.com/track/5L4iwTXzuuWcV0m0sEDrgj,Argentina,top200,MOVE_UP,18284
Come First,102,2017-01-01,Terror Jr,https://open.spotify.com/track/5fo4LbJ8lOaB54wcM5wPMv,Australia,top200,MOVE_UP,17666
Starving,26,2017-01-01,"Hailee Steinfeld, Grey, Zedd",https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,Belgium,top200,MOVE_DOWN,8874
Hey Baby - Emma Bale Remix,175,2017-01-01,"Dimitri Vegas & Like Mike, Diplo",https://open.spotify.com/track/1otd0blWh5gi7v2NmOZPLk,Belgium,top200,NEW_ENTRY,2328
The Sound of Silence,105,2017-01-01,Disturbed,https://open.spotify.com/track/0eZBeB2xFIS65jQHerispi,Austria,top200,MOVE_UP,1968
Gold Digger,141,2017-01-01,"Kanye West, Jamie Foxx",https://open.spotify.com/track/5XJJdNPkwmbUwE79gv0NxK,Australia,top200,MOVE_UP,12701
Let Me Hold You (Turn Me On),84,2017-01-01,"Dante Klein, Cheat Codes",https://open.spotify.com/track/0lmdsH1MIoLsMymnNpd6HU,Austria,top200,MOVE_DOWN,2426
All I Want for Christmas Is You,109,2017-01-01,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,Belgium,top200,MOVE_UP,3246
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",133,2017-01-01,Anuel AA,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,Argentina,top200,MOVE_DOWN,19335
Sex,101,2017-01-01,"Cheat Codes, Kris Kross Amsterdam",https://open.spotify.com/track/5DA77EqppDmCTWGovd4oTP,Belgium,top200,MOVE_UP,3340
Controlla,111,2017-01-01,Drake,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,Australia,top200,MOVE_UP,15990
